EVENT_ID,BEGIN_DATE,END_DATE,BEGIN_TIME,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,NLCD_CODE,NLCD_CLASS,ELEVATION_M,IMPERVIOUS_SURFACE_PCT
1048111,7/27/2022,7/28/2022,2312,115,37.4468,-83.6398,37.459,-83.6327,41,Deciduous Forest,265.828,0
1049108,7/27/2022,7/28/2022,2317,615,37.8115,-83.0959,37.7176,-82.9521,41,Deciduous Forest,299.282,0
1049197,7/28/2022,7/28/2022,100,630,37.0588,-82.8737,36.9936,-82.8343,41,Deciduous Forest,561.042,0
1049202,7/28/2022,7/28/2022,200,800,37.2739,-82.3712,37.2057,-82.5755,41,Deciduous Forest,632.918,0
1049115,7/28/2022,7/28/2022,200,645,37.4436,-82.8076,37.4435,-82.8058,23,"Developed, Medium Intensity",218.861,60
1046304,7/28/2022,7/28/2022,215,415,37.524,-84.4713,37.4704,-84.4259,41,Deciduous Forest,357.795,0
1049154,7/28/2022,7/28/2022,230,715,37.3386,-83.2591,37.4011,-83.2705,41,Deciduous Forest,369.548,0
1049189,7/28/2022,7/28/2022,300,715,37.1631,-83.7335,37.1756,-83.6663,41,Deciduous Forest,445.358,0
1049413,7/29/2022,7/29/2022,100,330,37.8666,-82.5298,37.8677,-82.5286,23,"Developed, Medium Intensity",194.996,74
1049385,7/29/2022,7/29/2022,1055,1250,36.7819,-83.5695,36.7777,-83.5697,41,Deciduous Forest,347.921,0
1049408,7/29/2022,7/29/2022,1147,1250,36.7611,-83.2706,36.7685,-83.2687,41,Deciduous Forest,533.677,0
1049400,7/29/2022,7/29/2022,1213,1415,36.7075,-83.6623,36.7132,-83.6634,43,Mixed Forest,345.337,0
1039741,7/31/2022,7/31/2022,1100,1400,38.4227,-82.7453,38.4411,-82.6651,22,"Developed, Low Intensity",195.654,36
1039743,7/31/2022,7/31/2022,1115,1315,38.3447,-82.781,38.3337,-82.7821,81,Pasture/Hay,193.125,0
1041047,7/31/2022,7/31/2022,1345,1730,37.5351,-82.5691,37.5343,-82.5677,23,"Developed, Medium Intensity",203.907,0
1041046,7/31/2022,7/31/2022,1345,1730,37.51,-82.45,37.5107,-82.4465,41,Deciduous Forest,248.671,0
1041041,7/31/2022,7/31/2022,1415,1515,36.6343,-84.1191,36.6327,-84.126,41,Deciduous Forest,315.364,0
1041043,7/31/2022,7/31/2022,1415,1515,36.6345,-84.1192,36.6359,-84.1165,22,"Developed, Low Intensity",315.439,31
1041042,7/31/2022,7/31/2022,1415,1515,36.6054,-84.1077,36.6065,-84.1054,22,"Developed, Low Intensity",296.064,34
1041044,7/31/2022,7/31/2022,1448,1515,36.6587,-84.1611,36.6555,-84.1589,81,Pasture/Hay,287.964,0
1041045,7/31/2022,7/31/2022,1448,1515,36.6148,-84.125,36.6157,-84.1314,21,"Developed, Open Space",298.994,0
1041048,7/31/2022,7/31/2022,1545,1730,37.6223,-82.2694,37.6216,-82.2683,23,"Developed, Medium Intensity",214.412,76
1041049,7/31/2022,7/31/2022,1930,2100,36.7727,-83.6678,36.7718,-83.6639,22,"Developed, Low Intensity",310.592,25
1040712,8/1/2022,8/1/2022,542,745,37.1904,-82.7143,37.1909,-82.7135,23,"Developed, Medium Intensity",389.925,60
1040718,8/1/2022,8/1/2022,637,830,37.3702,-83.0546,37.3704,-83.0537,21,"Developed, Open Space",333.565,38
1040733,8/1/2022,8/1/2022,700,830,37.3435,-82.9706,37.3289,-82.9853,41,Deciduous Forest,345.123,0
1040708,8/1/2022,8/1/2022,722,1000,37.3404,-83.0046,37.3426,-83.0024,21,"Developed, Open Space",312.19,5
1040734,8/1/2022,8/1/2022,756,915,37.6929,-82.8705,37.6911,-82.7931,41,Deciduous Forest,288.991,0
1040736,8/1/2022,8/1/2022,900,1115,37.6478,-82.873,37.6477,-82.8728,21,"Developed, Open Space",200.713,17
1040740,8/1/2022,8/1/2022,935,1100,37.5585,-82.3643,37.6136,-82.3457,41,Deciduous Forest,368.738,0
1049299,8/5/2022,8/5/2022,39,600,37.2959,-87.1033,37.2795,-87.1043,81,Pasture/Hay,151.564,0
1049301,8/5/2022,8/5/2022,212,600,37.2288,-87.4518,37.2143,-87.4416,41,Deciduous Forest,136.965,0
1053145,8/6/2022,8/6/2022,722,900,37.8646,-83.9401,37.8607,-83.9396,22,"Developed, Low Intensity",196.299,21
1053149,8/6/2022,8/6/2022,742,1200,37.5961,-84.0482,37.5988,-84.0494,81,Pasture/Hay,205.13,0
1053147,8/6/2022,8/6/2022,800,1200,37.431,-83.9938,37.431,-83.9921,23,"Developed, Medium Intensity",317.149,57
1053150,8/6/2022,8/6/2022,848,1300,37.6423,-83.8668,37.6484,-83.8775,81,Pasture/Hay,189.276,0
1053148,8/6/2022,8/6/2022,1015,1300,37.4257,-83.9706,37.4236,-84.0134,41,Deciduous Forest,420.012,0
1053143,8/6/2022,8/6/2022,1050,1415,37.388,-84.2942,37.3889,-84.2945,21,"Developed, Open Space",275.663,0
1053144,8/6/2022,8/6/2022,1100,1300,37.4661,-84.332,37.4673,-84.3325,81,Pasture/Hay,294.513,0
1053146,8/6/2022,8/6/2022,1130,1300,37.2283,-84.1994,37.2293,-84.2005,22,"Developed, Low Intensity",282.99,21
1046446,8/6/2022,8/6/2022,1138,1320,37.0453,-84.9624,37.0383,-84.9574,21,"Developed, Open Space",312.284,14
1046445,8/6/2022,8/6/2022,1212,1412,38.05,-84.74,38.063,-84.7302,22,"Developed, Low Intensity",275.748,41
1046447,8/6/2022,8/6/2022,1350,1530,38.01,-84.86,38.0089,-84.8657,81,Pasture/Hay,217.58,0
1046452,8/10/2022,8/10/2022,1240,1440,38.2181,-84.8629,38.218,-84.8719,23,"Developed, Medium Intensity",154.561,79
1046055,8/10/2022,8/10/2022,1540,1700,37.43,-84.24,37.4265,-84.2456,21,"Developed, Open Space",302.282,4
1046054,8/10/2022,8/10/2022,1610,1830,37.351,-84.3355,37.3533,-84.3399,23,"Developed, Medium Intensity",349.436,25
1046059,8/10/2022,8/10/2022,1620,1910,37.31,-84.38,37.3089,-84.3795,43,Mixed Forest,309.067,0
1046061,8/10/2022,8/10/2022,1630,1930,37.373,-84.3156,37.382,-84.3224,41,Deciduous Forest,317.419,0
1046063,8/10/2022,8/10/2022,1700,1820,37.2937,-84.5919,37.2956,-84.5942,41,Deciduous Forest,294.234,0
1046471,8/10/2022,8/10/2022,1705,2002,38.4706,-82.6864,38.4677,-82.6217,23,"Developed, Medium Intensity",199.624,65
1046056,8/10/2022,8/10/2022,1720,1750,37.34,-84.47,37.3413,-84.4695,21,"Developed, Open Space",335.806,14
1046473,8/10/2022,8/10/2022,1730,2148,38.0043,-82.7985,38.0033,-82.7761,41,Deciduous Forest,289.956,0
1046058,8/10/2022,8/10/2022,1736,1900,37.3505,-84.3752,37.3505,-84.3769,22,"Developed, Low Intensity",355.328,37
1046453,8/10/2022,8/10/2022,1745,1945,37.3486,-84.8901,37.3327,-84.9219,81,Pasture/Hay,247.502,0
1046066,8/10/2022,8/10/2022,1751,1910,37.3681,-82.5807,37.3727,-82.5806,41,Deciduous Forest,317.991,0
1046067,8/10/2022,8/10/2022,1802,1910,37.35,-82.59,37.3514,-82.5987,81,Pasture/Hay,263.068,0
1046069,8/10/2022,8/10/2022,1817,1920,37.27,-84.61,37.2661,-84.6084,81,Pasture/Hay,313.095,0
1046068,8/10/2022,8/10/2022,1845,1920,37.3184,-82.5397,37.3163,-82.5477,43,Mixed Forest,336.958,0
1053227,8/19/2022,8/20/2022,2100,0,36.8373,-83.5297,36.8271,-83.546,41,Deciduous Forest,385.306,0
1053224,8/19/2022,8/20/2022,2100,0,36.7737,-83.6279,36.7778,-83.6276,21,"Developed, Open Space",319.622,14
1053183,8/19/2022,8/20/2022,2100,0,36.7742,-83.5917,36.7703,-83.5949,43,Mixed Forest,458.623,0
1049729,8/29/2022,8/29/2022,1359,1545,37.33,-87.5,37.3202,-87.4923,23,"Developed, Medium Intensity",144.861,58
1051575,8/29/2022,8/29/2022,1600,1700,38.77,-84.79,38.7768,-84.7841,43,Mixed Forest,207.046,0
1051579,8/29/2022,8/29/2022,1700,1800,38.79,-84.71,38.7994,-84.7134,81,Pasture/Hay,208.558,0
1051720,9/3/2022,9/3/2022,1519,1730,37.8753,-87.5778,37.8914,-87.543,41,Deciduous Forest,141.406,0
1058146,9/3/2022,9/3/2022,1555,1755,36.7304,-86.5782,36.7304,-86.5785,24,"Developed, High Intensity",207.345,88
1051686,9/3/2022,9/3/2022,1600,1700,38.68,-85.17,38.6757,-85.169,23,"Developed, Medium Intensity",147.91,78
1051687,9/3/2022,9/3/2022,1615,1800,38.7027,-85.259,38.6925,-85.2811,41,Deciduous Forest,231.225,0
1058147,9/3/2022,9/3/2022,1705,1905,38.6084,-85.2667,38.6078,-85.2637,81,Pasture/Hay,149.643,0
1051721,9/3/2022,9/3/2022,1734,2030,37.77,-87.1566,37.7727,-87.18,82,Cultivated Crops,121.617,0
1058148,9/3/2022,9/3/2022,2000,2200,38.2265,-85.0065,38.2257,-85.0065,22,"Developed, Low Intensity",208.776,38
1058149,9/3/2022,9/3/2022,2015,2200,38.2123,-84.9797,38.212,-84.9794,22,"Developed, Low Intensity",185.552,37
1058152,9/5/2022,9/5/2022,1803,2003,37.424,-85.4061,37.4242,-85.4057,21,"Developed, Open Space",225.173,17
1058153,9/5/2022,9/5/2022,1833,2033,37.4143,-85.4957,37.4139,-85.4959,22,"Developed, Low Intensity",255.374,0
1058154,9/6/2022,9/6/2022,1653,1853,36.9252,-85.8055,36.9242,-85.8043,22,"Developed, Low Intensity",205.168,30
1071167,1/3/2023,1/3/2023,250,450,37.4259,-86.2791,37.428,-86.2795,81,Pasture/Hay,153.426,0
1071168,1/3/2023,1/3/2023,250,450,37.45,-86.18,37.4498,-86.1784,21,"Developed, Open Space",202.462,10
1071169,1/3/2023,1/3/2023,400,600,37.43,-86.28,37.4302,-86.2793,21,"Developed, Open Space",155.455,9
1071170,1/3/2023,1/3/2023,400,600,37.4608,-86.1788,37.4614,-86.1787,21,"Developed, Open Space",213.562,19
1070805,1/3/2023,1/3/2023,443,800,36.62,-88.21,36.6391,-88.3669,82,Cultivated Crops,137.919,0
1070812,1/3/2023,1/3/2023,447,800,36.8918,-87.9421,36.7998,-87.9291,41,Deciduous Forest,139.795,0
1070818,1/3/2023,1/3/2023,456,830,36.7845,-87.6386,36.7648,-87.4567,82,Cultivated Crops,161.747,0
1071178,1/3/2023,1/3/2023,500,700,37.3601,-86.8769,37.36,-86.8789,21,"Developed, Open Space",135.649,11
1071179,1/3/2023,1/3/2023,500,700,37.4017,-86.875,37.4016,-86.8768,23,"Developed, Medium Intensity",124.843,78
1070820,1/3/2023,1/3/2023,507,845,37.2951,-87.126,37.1688,-87.0572,41,Deciduous Forest,162.493,0
1071171,1/3/2023,1/3/2023,515,715,37.731,-85.6297,37.7316,-85.6292,21,"Developed, Open Space",150.101,7
1071173,1/3/2023,1/3/2023,515,715,37.8819,-85.3037,37.882,-85.3032,22,"Developed, Low Intensity",213.455,31
1071175,1/3/2023,1/3/2023,520,720,37.6499,-85.9029,37.65,-85.9021,22,"Developed, Low Intensity",208.729,27
1071174,1/3/2023,1/3/2023,520,720,37.5708,-86.0408,37.5689,-86.046,81,Pasture/Hay,197.798,0
1071184,1/3/2023,1/3/2023,520,720,37.77,-86.19,37.8406,-86.2705,81,Pasture/Hay,202.313,0
1071182,1/3/2023,1/3/2023,520,720,37.6672,-86.2875,37.6673,-86.2869,21,"Developed, Open Space",191.919,5
1071176,1/3/2023,1/3/2023,520,720,37.6819,-85.7918,37.6831,-85.788,81,Pasture/Hay,248.319,0
1071264,1/3/2023,1/3/2023,530,730,36.9608,-86.6064,36.9632,-86.6081,21,"Developed, Open Space",153.806,5
1071266,1/3/2023,1/3/2023,540,740,37.0798,-86.7922,37.0798,-86.7917,21,"Developed, Open Space",131.324,11
1071267,1/3/2023,1/3/2023,640,840,37.8897,-86.0454,37.8904,-86.046,22,"Developed, Low Intensity",213.593,10
1071269,1/3/2023,1/3/2023,640,840,37.9426,-85.9944,37.9427,-85.9941,22,"Developed, Low Intensity",216.944,41
1071309,1/3/2023,1/3/2023,700,1021,38.05,-85.54,38.035,-85.7356,41,Deciduous Forest,166.746,0
1071274,1/3/2023,1/3/2023,700,900,38.0776,-85.6864,38.0772,-85.6853,23,"Developed, Medium Intensity",161.689,58
1071271,1/3/2023,1/3/2023,700,900,38.0485,-85.5756,38.0493,-85.5773,22,"Developed, Low Intensity",189.271,22
1071270,1/3/2023,1/3/2023,700,900,38.0409,-85.7109,38.0407,-85.7109,21,"Developed, Open Space",145.823,0
1071289,1/3/2023,1/3/2023,715,915,38.1282,-85.6292,38.1282,-85.6289,23,"Developed, Medium Intensity",190.154,54
1071290,1/3/2023,1/3/2023,715,915,38.16,-85.64,38.1605,-85.6395,23,"Developed, Medium Intensity",158.204,37
1071302,1/3/2023,1/3/2023,829,1029,38.4719,-84.183,38.3611,-84.2593,41,Deciduous Forest,268.432,0
1071303,1/3/2023,1/3/2023,830,1030,38.0832,-84.555,38.0969,-84.4824,23,"Developed, Medium Intensity",291.848,0
1071305,1/3/2023,1/3/2023,831,1031,38.2356,-84.3463,38.2874,-84.1833,81,Pasture/Hay,261.858,0
1071307,1/3/2023,1/3/2023,840,1040,38.069,-85.4054,38.0713,-85.3119,22,"Developed, Low Intensity",224.215,11
1063421,1/3/2023,1/3/2023,900,1000,38.4629,-84.0744,38.473,-84.0747,81,Pasture/Hay,213.725,0
1063965,1/3/2023,1/3/2023,900,1000,38.5876,-84.4649,38.5845,-84.461,41,Deciduous Forest,191.193,0
1063423,1/3/2023,1/3/2023,900,1000,38.3673,-84.7951,38.3725,-84.7753,21,"Developed, Open Space",211.742,6
1063966,1/3/2023,1/3/2023,915,1015,38.61,-84.3075,38.6103,-84.3047,81,Pasture/Hay,198.464,0
1071308,1/3/2023,1/3/2023,940,1140,38.2331,-85.478,38.2366,-85.4573,41,Deciduous Forest,202.238,0
1063967,1/3/2023,1/3/2023,945,1045,38.54,-84.54,38.548,-84.5401,43,Mixed Forest,263.345,0
1064550,1/3/2023,1/3/2023,945,1100,38.55,-84.54,38.5541,-84.5395,43,Mixed Forest,242.81,0
1063970,1/3/2023,1/3/2023,945,1045,38.59,-84.32,38.5922,-84.3177,41,Deciduous Forest,226.985,0
1063969,1/3/2023,1/3/2023,945,1045,38.6624,-84.7136,38.6658,-84.71,41,Deciduous Forest,203.425,0
1063427,1/3/2023,1/3/2023,1000,1100,38.4666,-84.9284,38.466,-84.9173,41,Deciduous Forest,136.208,0
1063434,1/3/2023,1/3/2023,1000,1130,38.5678,-84.1676,38.5759,-84.1816,82,Cultivated Crops,181.184,0
1078729,2/16/2023,2/16/2023,400,845,36.97,-88.62,36.9334,-88.5579,21,"Developed, Open Space",117.131,12
1075680,2/16/2023,2/16/2023,710,950,37.5938,-87.1533,37.7007,-87.0688,82,Cultivated Crops,118.845,0
1082501,2/16/2023,2/16/2023,726,926,37.6902,-86.2957,37.6904,-86.2953,21,"Developed, Open Space",178.848,18
1082502,2/16/2023,2/16/2023,745,1045,37.7254,-86.5242,37.7254,-86.5235,21,"Developed, Open Space",165.048,13
1082504,2/16/2023,2/16/2023,914,1114,38.015,-85.5139,38.0145,-85.5099,41,Deciduous Forest,131.423,0
1075681,2/16/2023,2/16/2023,930,1100,37.22,-88.07,37.2005,-88.0718,81,Pasture/Hay,135.069,0
1075682,2/16/2023,2/16/2023,945,1115,37.52,-87.67,37.5364,-87.701,81,Pasture/Hay,152.687,0
1082505,2/16/2023,2/16/2023,1015,1115,37.9311,-85.6684,37.9313,-85.6679,21,"Developed, Open Space",141.753,17
1082513,2/16/2023,2/16/2023,1210,1410,37.3447,-85.3349,37.3452,-85.3342,22,"Developed, Low Intensity",249.069,30
1075684,2/16/2023,2/16/2023,1212,1345,36.6522,-87.5313,36.6548,-87.4107,23,"Developed, Medium Intensity",168.189,66
1082515,2/16/2023,2/16/2023,1230,1430,37.9315,-85.7031,37.9314,-85.7024,22,"Developed, Low Intensity",133.089,22
1082516,2/16/2023,2/16/2023,1240,1440,37.9217,-85.6438,37.9205,-85.6411,21,"Developed, Open Space",152.085,17
1082517,2/16/2023,2/16/2023,1245,1445,37.9737,-85.5439,37.9738,-85.542,82,Cultivated Crops,133.454,0
1082518,2/16/2023,2/16/2023,1300,1500,37.3506,-85.9664,37.3505,-85.9655,21,"Developed, Open Space",182.268,7
1082519,2/16/2023,2/16/2023,1422,1622,37.5094,-85.7013,37.509,-85.7011,22,"Developed, Low Intensity",227.52,38
1083323,2/16/2023,2/16/2023,2015,2215,37.7472,-83.068,37.7473,-83.0681,22,"Developed, Low Intensity",259.255,17
1082940,3/3/2023,3/3/2023,600,1100,36.78,-89.02,36.786,-88.9536,82,Cultivated Crops,110.633,0
1082949,3/3/2023,3/3/2023,600,1200,37.83,-87.58,37.8271,-87.5858,23,"Developed, Medium Intensity",120.376,61
1082941,3/3/2023,3/3/2023,600,1100,37.07,-88.64,36.965,-88.6721,41,Deciduous Forest,142.154,0
1082942,3/3/2023,3/3/2023,630,1130,36.5358,-88.9882,36.5598,-88.9849,90,Woody Wetlands,98.0604,0
1082944,3/3/2023,3/3/2023,715,1115,37.0134,-88.82,37.0011,-88.8725,82,Cultivated Crops,144.739,0
1082934,3/3/2023,3/3/2023,730,1030,36.8818,-88.377,36.8737,-88.3185,90,Woody Wetlands,108.101,0
1082945,3/3/2023,3/3/2023,730,1230,36.6458,-88.8631,36.5885,-88.9327,90,Woody Wetlands,101.561,0
1082947,3/3/2023,3/3/2023,800,1100,37.099,-88.12,37.101,-88.0922,82,Cultivated Crops,132.231,0
1085394,3/3/2023,3/3/2023,1000,1230,37.77,-87.93,37.6549,-87.8345,82,Cultivated Crops,129.047,0
1082943,3/3/2023,3/3/2023,1018,1130,36.9993,-88.3885,36.9968,-88.3564,41,Deciduous Forest,128.398,0
1085393,3/3/2023,3/3/2023,1100,1400,37.4,-87.77,37.48,-87.83,82,Cultivated Crops,113.731,0
1084604,3/24/2023,3/25/2023,2000,100,36.6193,-88.5617,36.92,-88.52,41,Deciduous Forest,141.719,0
1085398,3/24/2023,3/25/2023,2100,100,36.8385,-88.4664,36.8146,-88.4482,82,Cultivated Crops,143.718,0
1084605,3/24/2023,3/25/2023,2121,100,36.649,-88.32,36.62,-88.3561,82,Cultivated Crops,166.345,0
1084606,3/24/2023,3/25/2023,2204,100,37.42,-87.48,37.2,-87.47,41,Deciduous Forest,138.04,0
1093986,5/9/2023,5/9/2023,250,415,37.1445,-84.0817,37.1443,-84.0831,23,"Developed, Medium Intensity",377.126,22
1093987,5/9/2023,5/9/2023,340,415,37.1871,-84.1202,37.1882,-84.1191,22,"Developed, Low Intensity",360.879,23
1102490,6/18/2023,6/19/2023,2314,130,36.7,-88.41,36.7125,-88.4076,81,Pasture/Hay,165.534,0
1119261,6/19/2023,6/19/2023,1800,1900,38.0988,-85.6466,38.0989,-85.6453,23,"Developed, Medium Intensity",179.949,0
1115236,6/25/2023,6/25/2023,1010,1210,37.6582,-85.9006,37.6582,-85.9004,22,"Developed, Low Intensity",204.177,49
1119188,6/29/2023,6/29/2023,845,1045,37.9342,-86.914,37.9283,-86.9097,95,Emergent Herbaceous Wetlands,117.066,0
1102484,6/29/2023,6/29/2023,900,1400,37.74,-87.03,37.7052,-86.977,90,Woody Wetlands,119.838,0
1119190,6/29/2023,6/29/2023,1105,1105,36.68,-86.73,36.6812,-86.7327,82,Cultivated Crops,175.861,0
1124113,7/9/2023,7/9/2023,0,400,36.7412,-84.1537,36.7415,-84.154,22,"Developed, Low Intensity",290.259,40
1128824,7/18/2023,7/18/2023,1815,2015,38.2566,-85.486,38.2563,-85.4849,22,"Developed, Low Intensity",185.403,7
1128825,7/18/2023,7/18/2023,1835,2035,38.2584,-85.5365,38.2599,-85.537,21,"Developed, Open Space",209.562,3
1128827,7/18/2023,7/18/2023,1855,2055,38.218,-85.3032,38.2185,-85.3006,41,Deciduous Forest,208.395,0
1128831,7/18/2023,7/18/2023,1859,2059,37.7104,-85.3872,37.7103,-85.3865,21,"Developed, Open Space",154.754,9
1116248,7/18/2023,7/18/2023,1945,2045,38.97,-84.31,38.9715,-84.3039,81,Pasture/Hay,148.793,0
1116250,7/18/2023,7/18/2023,1945,2045,39.01,-84.56,38.9986,-84.5637,22,"Developed, Low Intensity",267.791,25
1102154,7/19/2023,7/19/2023,56,1500,36.9107,-88.8084,36.9077,-88.5464,82,Cultivated Crops,121.473,0
1102165,7/19/2023,7/19/2023,356,1500,36.5421,-88.43,36.7093,-88.4672,82,Cultivated Crops,164.164,0
1102183,7/19/2023,7/19/2023,430,1300,36.55,-89.25,36.587,-89.1945,11,Open Water,91.8801,0
1102181,7/19/2023,7/19/2023,445,1500,36.7698,-89.0328,36.7984,-88.8336,41,Deciduous Forest,113.194,0
1102170,7/19/2023,7/19/2023,538,1500,36.7125,-88.8203,36.5886,-88.8111,82,Cultivated Crops,126.455,0
1102172,7/19/2023,7/19/2023,625,1500,36.9583,-88.5294,36.9853,-88.8098,41,Deciduous Forest,136.154,0
1102178,7/19/2023,7/19/2023,629,1500,37.08,-88.9,37.1955,-88.9722,82,Cultivated Crops,112.178,0
1102185,7/19/2023,7/19/2023,830,1200,37.0119,-88.2971,36.9114,-88.246,41,Deciduous Forest,122.196,0
1108789,7/24/2023,7/24/2023,1350,1450,36.97,-89.08,36.95,-88.95,41,Deciduous Forest,128.615,0
1108793,7/24/2023,7/24/2023,1455,1550,37.0995,-87.8957,37.1405,-87.8957,23,"Developed, Medium Intensity",151.388,76
1117240,7/27/2023,7/27/2023,2215,2315,39.0835,-84.7238,39.0869,-84.7241,23,"Developed, Medium Intensity",250.767,0
1128926,7/27/2023,7/28/2023,2305,5,38.3946,-84.2851,38.3951,-84.2837,22,"Developed, Low Intensity",221.491,43
1128927,7/27/2023,7/28/2023,2328,28,38.5002,-84.2098,38.5003,-84.2076,22,"Developed, Low Intensity",189.213,22
1128929,7/27/2023,7/28/2023,2348,30,38.3603,-84.1481,38.3601,-84.1469,21,"Developed, Open Space",245.755,11
1128930,7/29/2023,7/29/2023,2020,2220,37.6425,-85.2931,37.6433,-85.2927,82,Cultivated Crops,223.968,0
1128931,7/29/2023,7/29/2023,2030,2230,37.6109,-85.2541,37.6114,-85.2524,22,"Developed, Low Intensity",231.121,29
1128932,7/29/2023,7/29/2023,2110,2230,37.6242,-85.3075,37.624,-85.3062,81,Pasture/Hay,237.881,0
1121608,8/3/2023,8/3/2023,904,1030,36.5638,-89.1857,36.5661,-89.1542,82,Cultivated Crops,103.517,0
1122681,8/4/2023,8/4/2023,449,1100,36.5683,-89.0403,36.5193,-89.1489,82,Cultivated Crops,97.7863,0
1122686,8/4/2023,8/4/2023,800,1130,36.6496,-89.0594,36.6647,-89.0122,81,Pasture/Hay,123.747,0
1128432,8/5/2023,8/5/2023,530,1030,36.77,-88.85,36.7441,-88.8679,41,Deciduous Forest,135.369,0
1122731,8/12/2023,8/12/2023,900,1000,36.6295,-88.7555,36.6705,-88.7555,41,Deciduous Forest,137.357,0
1122732,8/12/2023,8/12/2023,920,1115,36.5791,-88.269,36.5933,-88.3338,82,Cultivated Crops,143.749,0
1126961,8/26/2023,8/26/2023,314,500,37.83,-87.6167,37.8773,-87.5599,11,Open Water,105,0
1126965,8/27/2023,8/27/2023,530,1030,37.0995,-87.8957,37.1405,-87.8957,23,"Developed, Medium Intensity",151.388,76
1126968,8/27/2023,8/27/2023,830,1000,36.73,-87.57,36.7387,-87.4277,82,Cultivated Crops,171.535,0
1126970,8/27/2023,8/27/2023,1100,1200,36.65,-87.17,36.6454,-87.211,82,Cultivated Crops,164.689,0
1133994,9/5/2023,9/5/2023,1730,2200,36.9886,-87.4031,37.0058,-87.3889,23,"Developed, Medium Intensity",183.527,0
1139018,9/10/2023,9/10/2023,2000,2230,36.608,-83.7066,36.6076,-83.7124,24,"Developed, High Intensity",343.662,89
1139020,9/10/2023,9/10/2023,2000,2230,36.624,-83.7048,36.6229,-83.705,23,"Developed, Medium Intensity",345.847,68
1139022,9/10/2023,9/10/2023,2000,2230,36.612,-83.7074,36.6116,-83.7072,22,"Developed, Low Intensity",343.415,34
1133996,9/28/2023,9/28/2023,536,940,36.85,-87.5162,36.8211,-87.48,21,"Developed, Open Space",167.572,7
1137218,9/28/2023,9/28/2023,930,1115,36.8287,-87.2015,36.8443,-87.256,81,Pasture/Hay,201.661,0
1156474,2/28/2024,2/28/2024,830,1051,38.3168,-83.2266,38.2815,-83.2194,41,Deciduous Forest,329.375,0
1156475,2/28/2024,2/28/2024,925,1051,38.3199,-83.1077,38.3002,-83.0976,43,Mixed Forest,299.026,0
1165562,3/5/2024,3/5/2024,1900,2130,37.8055,-87.5831,37.8166,-87.5492,21,"Developed, Open Space",117.858,13
1176922,4/15/2024,4/15/2024,2020,2040,38.4019,-85.3578,38.3785,-85.3398,41,Deciduous Forest,245.711,0
1189061,5/3/2024,5/3/2024,1700,1800,37.6132,-85.6359,37.6127,-85.6348,21,"Developed, Open Space",156.95,4
1176904,5/6/2024,5/6/2024,1820,2115,38.3249,-82.9605,38.3174,-82.9382,23,"Developed, Medium Intensity",181.9,34
1176905,5/6/2024,5/6/2024,1830,2115,38.307,-82.9301,38.2971,-82.9258,41,Deciduous Forest,197.742,0
1176906,5/6/2024,5/6/2024,1835,2145,38.4879,-82.8371,38.4597,-82.8518,41,Deciduous Forest,258.227,0
1176907,5/6/2024,5/6/2024,1940,2145,38.3349,-82.7817,38.3356,-82.7817,22,"Developed, Low Intensity",194.034,40
1176908,5/6/2024,5/6/2024,1940,2230,37.9394,-82.6315,37.9064,-82.6498,41,Deciduous Forest,244.368,0
1184016,5/8/2024,5/8/2024,730,930,36.6542,-87.1491,36.6523,-87.1835,41,Deciduous Forest,165.759,0
1183969,5/8/2024,5/8/2024,1450,1830,37.6414,-87.7328,37.6583,-87.7417,82,Cultivated Crops,115.388,0
1184049,5/8/2024,5/9/2024,1515,300,36.7826,-87.713,36.8829,-87.7945,43,Mixed Forest,151.675,0
1183973,5/8/2024,5/8/2024,1620,2130,37.6014,-88.0782,37.6329,-88.0636,21,"Developed, Open Space",116.714,9
1184087,5/8/2024,5/9/2024,1930,300,36.9097,-87.4493,36.8723,-87.6565,81,Pasture/Hay,160.93,0
1188682,5/8/2024,5/9/2024,2111,311,36.6554,-86.8407,36.653,-86.8368,41,Deciduous Forest,156.031,0
1188683,5/8/2024,5/9/2024,2114,314,36.6662,-86.8987,36.6685,-86.8966,81,Pasture/Hay,150.659,0
1188684,5/9/2024,5/9/2024,100,400,36.8473,-86.8871,36.8484,-86.8817,22,"Developed, Low Intensity",177.572,46
1188685,5/9/2024,5/9/2024,100,300,36.8884,-86.7098,36.8892,-86.7087,21,"Developed, Open Space",184.396,8
1188687,5/9/2024,5/9/2024,230,430,36.67,-86.21,36.6697,-86.2087,21,"Developed, Open Space",197.513,8
1188688,5/9/2024,5/9/2024,330,630,36.7024,-86.2497,36.7042,-86.2479,22,"Developed, Low Intensity",176.93,0
1188689,5/9/2024,5/9/2024,345,645,36.7388,-86.546,36.7381,-86.545,21,"Developed, Open Space",186.792,7
1182122,5/14/2024,5/14/2024,1440,1620,36.5779,-88.1761,36.5681,-88.1771,90,Woody Wetlands,117.151,0
1188730,5/22/2024,5/22/2024,1745,1845,36.7708,-85.2736,36.7712,-85.2766,82,Cultivated Crops,195.64,0
1181224,5/22/2024,5/22/2024,1749,1949,36.8393,-84.8408,36.8385,-84.8411,23,"Developed, Medium Intensity",285.775,50
1184229,5/23/2024,5/23/2024,1400,1540,37.3259,-87.4741,37.3262,-87.4993,22,"Developed, Low Intensity",136.834,53
